UID,Tag
100000,0.031021667857479986
100001,0.0020336524669254175
100002,0.009489847434922838
100003,0.0036534694652577255
100004,0.0019654045312941485
100005,0.0020098383140492527
100006,0.0024362128241507417
100007,0.07277483009218515
100008,0.0019828621085810553
100009,0.06347963027579193
100010,0.0004361913362789898
100011,0.020696077946937813
100012,0.0011292006970464936
100013,0.014117233826230768
100014,0.04349883009677183
100015,0.005705023853584618
100016,0.020439833339982342
100017,0.0023814065078128985
100018,0.005763871242792245
100019,0.0023151766077165238
100020,0.030812452072765596
100021,0.0032849731152027536
100022,0.9261685163340814
100023,0.0009170271943204873
100024,0.003826541642422442
100025,0.0008390234222897001
100026,0.06998511183417046
100027,0.3556985280110101
100028,0.04744170583812786
100029,0.07701026974873865
100030,0.04939762565286061
100031,0.003431343533928817
100032,0.004337036466771747
100033,0.0014498005021090993
100034,0.026190087158474047
100035,0.029936852929668155
100036,0.0039914370990365685
100037,0.05468039467518354
100038,0.0032894095837520078
100039,0.009052975095437562
100040,0.9133713686673633
100041,0.006408998277359309
100042,0.012616668421829857
100043,0.49030020274600544
100044,0.0016726512081963177
100045,0.0028360203020704185
100046,0.004467753334755143
100047,0.004225599589052228
100048,0.01892082467257278
100049,0.0010133982474862576
100050,0.0011004195154851791
100051,0.0030789662041637703
100052,0.002311189027930016
100053,0.0014069808608129198
100054,0.0012224165026963117
100055,0.002818738758275583
100056,0.001541038140642795
100057,0.0019126572056533263
100058,0.001455719574248465
100059,0.0014393815065121046
100060,0.81686002625641
100061,0.007657715290784132
100062,0.0018485558546292348
100063,0.007699265159656896
100064,0.8970545112549435
100065,0.000945377376137052
100066,0.004402483688015745
100067,0.02072647139037102
100068,0.004345111335000304
100069,0.004272962841149589
100070,0.0015445504267384827
100071,0.001675883885989741
100072,0.005021283043780987
100073,0.0042311023562158255
100074,0.0021451292630467037
100075,0.0011781081532566936
100076,0.0008526465022583413
100077,0.0038162421752154807
100078,0.006877917564402301
100079,0.001737192894425801
100080,0.0015509512632313727
100081,0.0008090594091733658
100082,0.004586086334365076
100083,0.0006079443208024612
100084,0.0013737767194197954
100085,0.0019273643022123222
100086,0.03116172957045554
100087,0.04741348074412965
100088,0.0006105736622532586
100089,0.0013906334316746327
